City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,sao joao dos inhamuns,-6.0,-40.2833,19.59,69,53,2.37,BR,1682326865
364,pacol,10.45,122.8167,30.18,67,95,7.11,PH,1682326866
365,kapa'a,22.0752,-159.319,21.17,85,66,0.72,US,1682326867
366,nagqu,31.5,92.0,3.46,10,5,3.87,CN,1682326868
367,harstad,68.799,16.5293,0.66,78,21,1.34,NO,1682326869
368,camacupa,-12.0167,17.4833,23.59,68,100,1.84,AO,1682326870
369,jumla,29.2747,82.1838,10.95,59,100,2.45,NP,1682326871
370,hays,30.0502,-98.0336,12.16,83,100,1.34,US,1682326872
371,ancud,-41.8697,-73.8203,6.83,87,2,1.64,CL,1682326873
372,iowa city,41.6611,-91.5302,0.32,84,6,1.76,US,1682326874
373,necochea,-38.5473,-58.7368,12.01,87,9,2.82,AR,1682326875
374,ariquemes,-9.9133,-63.0408,21.68,98,98,1.18,BR,1682326876
375,howard springs,-12.497,131.047,31.95,73,67,2.07,AU,1682326877
376,xining,36.6167,101.7667,15.46,14,100,7.03,CN,1682326604
377,bashtanka,47.4072,32.4387,16.66,45,16,2.31,UA,1682326879
378,revelstoke,50.9832,-118.2023,4.01,100,100,2.06,CA,1682326880
379,uturoa,-16.7333,-151.4333,26.97,79,57,4.77,PF,1682326881
380,juan griego,11.0817,-63.9655,25.07,94,63,2.06,VE,1682326882
381,alampur,15.8833,78.15,39.22,18,12,3.88,IN,1682326883
382,palu,-0.8917,119.8707,27.83,91,86,1.02,ID,1682326164
383,saudarkrokur,65.7461,-19.6394,1.45,57,96,1.02,IS,1682326885
384,hacienda la calera,-32.7833,-71.2167,14.77,95,51,1.4,CL,1682326886
385,taltal,-25.4,-70.4833,16.64,84,7,1.53,CL,1682326887
386,buta,2.7858,24.73,31.01,49,87,0.39,CD,1682326888
387,nizhnesortymskiy,62.4397,71.7603,-1.93,70,44,10.49,RU,1682326889
388,timbuktu,16.7735,-3.0074,33.33,9,0,6.75,ML,1682326890
389,urrao,6.3152,-76.1342,12.52,93,58,0.41,CO,1682326891
390,vikhorevka,56.1201,101.1636,7.77,42,100,3.11,RU,1682326892
391,anna regina,7.2644,-58.5077,24.55,89,100,1.81,GY,1682326893
392,argo,37.6333,22.7333,17.66,48,0,1.8,GR,1682326894
393,hotan,37.0997,79.9269,24.83,7,0,1.72,CN,1682326895
394,las toscas,-28.3529,-59.258,17.38,62,82,0.8,AR,1682326896
395,sun city,33.5975,-112.2718,25.35,24,87,2.24,US,1682326897
396,sao francisco de assis,-29.5503,-55.1311,14.54,79,21,2.37,BR,1682326898
397,lucea,18.451,-78.1736,22.14,69,5,1.99,JM,1682326899
398,manpur,22.4333,75.6167,34.94,6,94,4.49,IN,1682326893
399,batesville,35.7698,-91.641,6.47,86,21,1.73,US,1682326900
400,mount pearl,47.5166,-52.7813,2.69,95,100,3.13,CA,1682326901
401,ulsteinvik,62.3432,5.8487,4.5,74,100,7.15,NO,1682326902
402,nogliki,51.8333,143.1667,1.34,72,29,4.92,RU,1682326903
403,sinop,41.7711,34.8709,6.51,97,100,1.5,TR,1682326904
404,arta,39.1606,20.9853,18.8,56,34,1.86,GR,1682326717
405,jerome,42.7241,-114.5186,7.71,78,100,0.91,US,1682326907
406,puerto baquerizo moreno,-0.9,-89.6,25.39,80,100,2.74,EC,1682326908
407,kabanga,-2.6386,30.4678,16.07,97,100,1.08,TZ,1682326909
408,vadso,70.0744,29.7487,0.49,64,0,4.63,NO,1682326910
409,manaure,11.7751,-72.4445,24.75,81,52,2.03,CO,1682326911
410,buka,40.8108,69.1986,29.19,17,100,4.28,UZ,1682326912
411,champerico,14.3,-91.9167,27.47,71,9,3.17,GT,1682326913
412,zemio,5.0314,25.1361,34.08,39,67,0.6,CF,1682326914
413,gotsucho,35.0,132.2167,12.07,56,100,3.41,JP,1682326915
414,mongu,-15.2484,23.1274,30.44,38,89,3.05,ZM,1682326916
415,benguela,-12.5763,13.4055,29.29,69,45,1.59,AO,1682326917
416,odiongan,12.4017,121.9919,29.17,72,53,3.5,PH,1682326918
417,port-vila,-17.7338,168.3219,25.44,83,68,4.0,VU,1682326920
418,walvis bay,-22.9575,14.5053,17.83,56,0,5.47,NA,1682326922
419,loushanguan,28.1375,106.82,11.54,84,100,1.56,CN,1682326923
420,vila velha,-20.3297,-40.2925,21.08,93,72,3.97,BR,1682326923
421,zaterechnyy,44.7931,45.2097,21.03,41,72,5.9,RU,1682326924
422,road town,18.4167,-64.6167,25.56,75,66,4.39,VG,1682326925
423,mohr,54.3528,9.7167,12.24,84,75,6.17,DE,1682326927
424,charlottetown,46.2352,-63.1267,1.98,99,0,0.45,CA,1682326858
425,karlstad,59.3793,13.5036,5.31,93,100,3.6,SE,1682326928
426,skagen,57.7209,10.5839,7.96,95,100,12.01,DK,1682326929
427,egilsstadir,65.2653,-14.3948,-0.75,61,40,2.46,IS,1682326930
428,sarnen,46.8985,8.2507,11.59,72,75,4.12,CH,1682326931
429,anzio,41.4853,12.6179,18.66,78,79,6.53,IT,1682326932
430,vershino-darasunskiy,52.35,115.5167,1.77,20,85,4.81,RU,1682326933
431,aksu,41.1231,80.2644,22.72,11,6,3.28,CN,1682326722
432,tieling,42.2931,123.8414,17.24,11,77,3.96,CN,1682326935
433,hwange,-18.3693,26.5019,31.95,26,71,3.6,ZW,1682326936
434,queenstown,-31.8976,26.8753,22.99,39,100,4.8,ZA,1682326836
435,las khorey,11.1595,48.1967,31.15,60,10,3.55,SO,1682326938
436,adigrat,14.277,39.462,23.02,20,99,6.0,ET,1682326939
437,la ronge,55.1001,-105.2842,-1.2,86,100,3.76,CA,1682326940
438,languyan,5.2618,120.0807,28.42,75,100,2.51,PH,1682326941
439,concepcion del oro,24.6333,-101.4167,13.36,46,6,1.14,MX,1682326942
440,port lincoln,-34.7333,135.8667,19.09,73,0,2.61,AU,1682326943
441,port alfred,-33.5906,26.891,23.99,80,100,0.89,ZA,1682326945
442,nicoya,10.1483,-85.452,24.86,82,5,0.78,CR,1682326951
443,dukhovnitskoye,52.4828,48.2137,15.18,49,14,5.49,RU,1682326954
444,arucas,28.1198,-15.5233,18.79,69,37,4.14,ES,1682326955
445,pariaman,-0.619,100.12,31.03,81,100,1.46,ID,1682326956
446,chopda,21.25,75.3,38.43,9,57,4.51,IN,1682326957
447,laguna,38.421,-121.4238,16.54,77,0,2.57,US,1682326958
448,cole harbour,44.6724,-63.4751,1.66,92,61,0.45,CA,1682326959
449,ubari,26.5921,12.7805,24.99,30,32,5.75,LY,1682326960
450,suntar,62.1444,117.6319,0.81,86,83,1.48,RU,1682326961
451,estes park,40.3772,-105.5217,1.38,82,94,0.89,US,1682326962
452,rio verde,21.9333,-99.9833,20.25,83,100,3.5,MX,1682326963
453,rikaze,29.25,88.8833,10.75,14,60,4.45,CN,1682326964
454,page,36.9147,-111.4558,9.71,87,97,0.89,US,1682326965
455,santana,-0.0583,-51.1817,22.8,96,97,1.88,BR,1682326966
456,benjamin aceval,-24.9667,-57.5667,18.08,98,0,1.57,PY,1682326968
457,krasne,49.9145,24.6134,16.16,55,2,3.7,UA,1682326969
458,derebucak,37.3918,31.5092,13.46,43,5,0.83,TR,1682326969
459,ivins,37.1686,-113.6794,17.04,50,88,0.45,US,1682326970
460,paipa,5.7801,-73.1171,9.68,96,100,0.24,CO,1682326971
461,hammerfest,70.6634,23.6821,-0.75,80,75,3.09,NO,1682326972
462,varzea da palma,-17.5981,-44.7308,18.17,84,32,0.91,BR,1682326973
463,faya-largeau,17.9257,19.1043,36.62,6,40,1.09,TD,1682326974
464,zaozersk,69.4005,32.4476,-0.98,71,20,5.26,RU,1682326975
465,mogadishu,2.0371,45.3438,29.79,67,47,3.65,SO,1682326976
466,huarmey,-10.0681,-78.1522,23.87,84,35,3.62,PE,1682326977
467,bengkulu,-3.8004,102.2655,28.91,78,100,2.36,ID,1682326711
468,igarka,67.4667,86.5833,1.47,100,100,6.65,RU,1682326979
469,nizhniy odes,63.6445,54.856,-0.37,76,100,3.11,RU,1682326980
470,filingue,14.3521,3.3168,34.03,35,6,7.95,NE,1682326981
471,torghay,49.6339,63.4981,18.83,31,2,3.72,KZ,1682326982
472,tenkodogo,11.78,-0.3697,31.58,44,35,4.76,BF,1682326983
473,sabang,5.8933,95.3214,29.78,69,100,3.63,ID,1682326984
474,hohhot,40.8106,111.6522,8.84,59,100,4.88,CN,1682326985
475,razlog,41.8863,23.4671,16.22,70,99,2.64,BG,1682326986
476,makar'yev,57.8797,43.8069,18.99,33,71,5.18,RU,1682326987
477,kavalerovo,44.2661,135.0572,8.2,24,20,6.12,RU,1682326830
478,caxito,-8.5785,13.6643,29.85,72,86,2.12,AO,1682326989
479,kavaratti,10.5669,72.642,29.14,68,86,5.26,IN,1682326990
480,valdivia,-39.8142,-73.2459,7.04,96,17,0.16,CL,1682326921
481,san sebastian de la gomera,28.0916,-17.1133,20.2,68,20,3.6,ES,1682326992
482,lenino,45.2986,35.7771,14.81,56,100,3.92,UA,1682326993
483,beldanga,23.9333,88.25,32.8,33,68,1.58,IN,1682326994
484,guerrero negro,27.9769,-114.0611,14.57,82,42,3.18,MX,1682326994
485,eydhafushi,5.1033,73.0708,29.35,71,100,3.91,MV,1682326995
486,tarma,-11.4197,-75.6908,8.92,91,46,0.6,PE,1682326996
487,olyokminsk,60.3736,120.4264,2.05,70,92,3.86,RU,1682326997
488,soio,-6.1349,12.3689,28.47,79,81,2.98,AO,1682326998
489,quellon,-43.1167,-73.6167,7.3,90,0,2.53,CL,1682326999
490,crane,31.3974,-102.3501,8.85,84,100,4.3,US,1682327000
491,bubaque,11.2833,-15.8333,26.84,60,86,2.7,GW,1682327001
492,weno,7.4515,151.8468,28.72,73,100,3.32,FM,1682327002
493,jalgaon jamod,21.0486,76.5344,37.99,8,8,2.37,IN,1682327004
494,collie,-33.3667,116.15,11.0,84,29,2.16,AU,1682327005
495,alofi,-19.0595,-169.9187,25.46,75,17,6.24,NU,1682327006
496,cestos city,5.46,-9.5828,28.94,74,100,2.37,LR,1682327007
497,lorengau,-2.0226,147.2712,27.94,80,20,3.22,PG,1682327008
498,mar del plata,-38.0023,-57.5575,14.41,97,3,3.19,AR,1682327009
499,jinka,5.65,36.65,25.72,54,93,0.76,ET,1682327010
500,kutum,14.2,24.6667,32.97,19,7,4.75,SD,1682327010
501,balnearia,-31.0088,-62.6673,14.64,80,100,2.79,AR,1682327011
502,tobelo,1.7284,128.0095,28.2,76,89,1.01,ID,1682327012
503,vilyuchinsk,52.9306,158.4028,-2.08,80,48,3.6,RU,1682327013
504,gadzhiyevo,69.2551,33.3362,-0.67,71,32,5.78,RU,1682327014
505,khovd,48.0056,91.6419,9.96,21,99,2.44,MN,1682327015
506,turpan,42.9333,89.1667,25.78,9,8,0.8,CN,1682327016
507,kashira,54.8444,38.1669,18.29,32,47,4.29,RU,1682327017
508,san antonio de pale,-1.4014,5.6325,28.09,73,100,2.24,GQ,1682327018
509,trappenkamp,54.05,10.25,14.75,76,99,6.67,DE,1682327019
510,nova xavantina,-14.6667,-52.35,19.95,96,40,1.35,BR,1682327020
511,hereford,52.0568,-2.7148,8.52,89,80,1.79,GB,1682327021
512,chibougamau,49.9168,-74.3659,2.27,99,100,2.29,CA,1682327023
513,port moresby,-9.4431,147.1797,26.37,89,97,4.57,PG,1682327024
514,devils lake,48.1128,-98.8651,-0.94,86,100,0.0,US,1682327025
515,gejiu,23.306,103.1635,23.11,33,75,3.41,CN,1682327026
516,tete,-16.1564,33.5867,31.05,48,0,1.54,MZ,1682327026
517,zhanibek,49.4167,46.85,19.08,37,99,5.67,KZ,1682327027
518,bayside,40.8424,-124.0637,7.58,95,100,0.0,US,1682327028
519,turochak,52.2576,87.1224,15.29,59,100,1.19,RU,1682327029
520,burnie,-41.0667,145.9167,14.14,93,5,2.31,AU,1682326988
521,alvear,-29.0968,-56.5504,16.04,67,18,3.23,AR,1682327031
522,illela,13.7292,5.2975,33.25,36,75,7.28,NG,1682327032
523,skeldon,5.8833,-57.1333,23.37,95,100,1.89,GY,1682327033
524,ambalavao,-21.8333,46.9333,24.48,51,1,5.14,MG,1682327034
525,novodvinsk,64.4165,40.8122,-0.14,98,100,3.95,RU,1682327035
526,preobrazheniye,42.9019,133.9064,8.23,39,0,6.73,RU,1682327036
527,manga,11.6636,-1.0731,31.91,46,16,4.38,BF,1682327037
528,abong mbang,3.9833,13.1833,29.74,51,99,1.33,CM,1682327038
529,zyrya,40.3661,50.2917,22.05,65,100,1.74,AZ,1682327039
530,port macquarie,-31.4333,152.9167,17.72,82,27,4.55,AU,1682327040
531,amantea,39.1332,16.0746,23.03,57,65,0.94,IT,1682327041
532,sibolga,1.7427,98.7792,29.26,79,100,1.16,ID,1682327042
533,pemangkat,1.1667,108.9667,27.71,80,96,2.68,ID,1682327043
534,woodstock,43.1334,-80.7497,2.29,93,18,2.68,CA,1682327044
535,levuka,50.1834,-105.4011,-2.81,87,97,4.99,CA,1682327045
536,ambon,-3.6954,128.1814,29.97,85,40,2.57,ID,1682327046
537,malvan,16.0667,73.4667,29.72,64,29,6.58,IN,1682327047
538,yadgir,16.7667,77.1333,38.24,17,6,3.25,IN,1682327047
539,atherton,53.5237,-2.4935,8.75,65,97,0.89,GB,1682326928
540,west des moines,41.572,-93.7453,3.06,71,20,1.54,US,1682327049
541,san andres,12.5847,-81.7006,26.25,72,51,4.49,CO,1682327050
542,arauca,7.0847,-70.7591,22.82,96,100,0.93,CO,1682327051
543,botro,7.8525,-5.3106,28.38,67,99,2.54,CI,1682327052
544,magnitogorsk,53.4186,59.0472,19.86,22,50,5.0,RU,1682326829
545,birobidzhan,48.8,132.95,7.84,29,82,5.37,RU,1682327054
546,trang,7.5,99.5,33.8,99,95,0.97,TH,1682326822
547,plainview,40.7765,-73.4673,8.34,80,0,1.54,US,1682327056
548,uryupinsk,50.8047,42.0138,15.34,54,36,5.99,RU,1682327057
549,ishigaki,24.3448,124.1572,23.65,72,81,1.89,JP,1682327058
550,aral,40.5156,81.2636,23.37,10,19,2.35,CN,1682327059
551,sete lagoas,-19.4658,-44.2467,15.49,88,75,2.51,BR,1682327059
552,talitsy,56.5289,42.3344,19.46,32,62,3.96,RU,1682327060
553,fortuna,40.5982,-124.1573,7.19,92,22,1.67,US,1682327061
554,sorong,-0.8833,131.25,28.3,78,71,3.12,ID,1682327062
555,tondano,1.3038,124.9112,27.05,87,82,0.33,ID,1682327063
556,krasnaya gora,52.9995,31.6023,16.99,37,76,4.61,RU,1682327064
557,sinan,34.8262,126.1086,12.38,69,100,5.45,KR,1682326966
558,akureyri,65.6835,-18.0878,-0.76,62,71,1.4,IS,1682327066
559,lae,-6.7221,146.9847,26.93,81,42,2.16,PG,1682327068
560,zhaozhou,45.6833,125.3167,15.21,11,100,5.36,CN,1682327069
561,rongelap,11.1635,166.8941,27.22,84,100,9.46,MH,1682327070
562,pontes e lacerda,-15.2261,-59.3353,20.19,97,90,1.03,BR,1682327071
563,bedesa,8.9,40.7833,25.08,52,11,1.48,ET,1682327072
564,amble,55.3333,-1.5833,7.42,84,75,6.17,GB,1682327073
565,gaspe,48.8334,-64.4819,-1.59,98,36,0.3,CA,1682327074
566,xiongzhou,25.1167,114.3,16.85,92,100,1.88,CN,1682327075
567,inirida,3.8653,-67.9239,22.54,99,100,1.58,CO,1682327075
568,sturgeon bay,44.8342,-87.377,-0.78,86,0,0.0,US,1682327077
569,inverloch,-38.6333,145.7167,15.82,86,0,1.95,AU,1682327079
570,ciudad lazaro cardenas,17.9583,-102.2,22.78,88,100,1.35,MX,1682326987
571,codrington,-38.2667,141.9667,15.54,73,0,2.1,AU,1682327082
572,neon karlovasion,37.7903,26.7044,19.39,54,2,2.02,GR,1682327083
573,zouerate,22.7187,-12.4521,23.01,40,1,3.56,MR,1682327085
574,lumut,4.2323,100.6298,30.08,69,95,3.12,MY,1682327089
575,gizo,-8.103,156.8419,28.65,74,99,1.99,SB,1682327090
576,kingaroy,-26.5333,151.8333,16.49,79,3,4.6,AU,1682327091
577,darwin,-12.4611,130.8418,31.99,63,20,4.12,AU,1682326468
578,san patricio,28.017,-97.5169,16.58,78,100,4.4,US,1682327093
579,fredrikstad,59.2181,10.9298,9.27,91,100,3.6,NO,1682327094
580,fillmore,43.6666,-92.1002,1.27,68,58,2.51,US,1682327094
581,leini,45.1828,7.7142,18.81,71,20,2.06,IT,1682327095
